county_fips,lt_debt_outstanding_end,rev_property_tax
48503,4.693,6.425
48505,33.798,11.413
48507,1.263,2.863
49001,7.151,4.414
49003,0.195,16.373
49005,0.31,12.975
49007,0.462,5.52
49009,2.338,1.118
49011,64.422,52.107
49013,9.908,9.508
49015,4.114,10.298
49017,1.3,0.774
49019,11.819,3.824
49021,5.494,15.53
49023,5.987,2.529
49025,9.581,6.024
49027,0.209,9.502
49029,0.861,2.001
49031,0.406,0.219
49033,1.41,1.464
49035,503.647,302.267
49037,3.365,2.602
49039,2.797,2.257
49041,9.706,6.229
49043,174.585,31.692
49045,,6.475
49047,0.905,14.216
49049,318.051,46.728
49051,16.432,12.405
49053,27.991,23.877
49055,1.119,0.71
49057,95.575,43.862
50001,0.019,0.183
50003,,0.426
50005,,0.345
50007,0.72,0.973
50009,,0.217
50011,0.021,0.419
50013,,0.244
50015,0.026,0.421
50017,0.156,0.757
50019,,0.343
50021,0.261,0.553
50023,0.04,0.498
51001,34.826,33.789
51003,134.664,167.327
51005,12.983,10.696
51007,5.528,8.222
51009,12.395,23.736
51011,24.047,12.578
51013,1120.966,863.057
51015,59.776,56.385
51017,8.905,11.597
51019,39.333,66.168
51021,14.909,4.608
51023,39.721,39.165
51025,10.205,14.258
51027,4.654,23.467
51029,45.589,15.139
51031,35.738,39.591
51033,53.458,36.835
51035,34.974,20.528
51036,4.217,11.01
51037,0.206,8.702
51041,168.346,419.894
51043,36.887,19.982
51045,3.567,3.745
51047,82.627,60.824
51049,33.145,9.19
51051,11.897,15.197
51053,45.643,30.644
51057,1.559,14.642
51059,4516.194,3120.552
51061,83.288,136.699
51063,15.224,10.671
51065,93.987,33.035
51067,26.184,56.11
51069,147.78,112.671
51071,59.807,14.883
51073,50.3,43.091
51075,99.227,39.7
51077,1.289,10.216
51079,35.197,19.868
51081,39.89,8.232
51083,64.553,26.818
51085,161.649,144.598
51087,740.285,402.026
51089,55.998,24.345
51091,0.554,3.318
51093,215.964,53.895
51095,187.28,128.094
51097,1.21,7.04
51099,81.77,23.442
51101,20.497,18.835
51103,11.331,17.498
51105,3.663,10.881
51107,1071.198,1134.525
51109,12.42,58.261
51111,10.211,9.985
51113,11.513,15.224
51115,4.653,9.243
51117,6.557,29.706
51119,19.407,15.973
51121,138.878,88.917
51125,22.668,24.289
51127,47.977,28.378
51131,1.671,20.38
51133,35.652,19.054
51135,2.761,8.333
51137,87.619,40.876
51139,57.818,19.415
51141,69.798,11.85
51143,104.591,36.433
51145,128.463,39.177
51147,4.798,12.849
51149,30.645,33.879
51153,1155.548,780.642
51155,46.912,26.298
51157,2.92,13.232
51159,2.328,8.483
51161,169.34,114.53
51163,65.556,25.061
51165,85.281,81.46
51167,14.977,17.419
51169,3.787,11.908
51171,41.884,42.564
51173,64.499,17.391
51175,63.522,20.53
51177,392.621,166.917
51179,569.666,244.151
51181,13.964,24.863
51183,20.39,10.208
51185,10.982,24.605
51187,139.596,45.973
51191,40.79,36.357
51193,14.648,17.089
51195,71.802,25.81
51197,30.116,20.059
51199,116.593,153.683
53001,9.451,5.218
53003,34.989,4.927
53005,17.891,27.594
53007,42.651,20.075
53009,26.112,17.412
53011,140.904,106.578
53013,5.239,2.907
53015,140.887,27.839
53017,19.515,11.621
53019,4.932,2.525
53021,44.527,12.623
53023,2.9,1.535
53025,85.417,26.42
53027,11.119,15.995
53029,16.321,17.875
53031,20.44,12.142
53033,4854.725,837.835
53035,162.212,60.162
53037,31.009,13.181
53039,15.35,9.707
53041,15.816,23.154
53043,11.98,4.028
53045,54.747,18.977
53047,30.241,9.824
53049,17.309,7.876
53051,8.266,3.91
53053,421.822,200.92
53055,27.404,10.263
53057,106.176,48.685
53059,6.376,4.974
53061,408.463,151.668
53063,380.475,82.003
53065,37.095,11.628
53067,185.785,69.709
53069,5.064,1.134
53071,14.193,15.987
53073,2.979,48.576
53075,13.777,8.276
53077,103.0,40.569
54001,1.642,2.336
54003,33.707,19.328
54005,,7.963
54007,,2.355
54009,,5.416
54011,5.855,23.249
54013,,1.32
54015,,1.346
54017,,4.795
54019,1.98,10.378
54021,,1.557
54023,0.708,5.232
54025,4.76,8.569
54027,0.894,6.398
54029,,5.633
54031,,4.148
54033,55.693,25.332
54035,0.75,8.307
54037,0.54,13.055
54039,9.197,47.879
54041,5.051,5.043
54043,,3.409
54045,,9.329
54047,,4.404
54049,,13.781
54051,,11.218
54053,,4.899
54055,4.195,8.686
54057,0.028,6.182
54059,,6.593
54061,56.873,26.088
54063,0.1,0.071
54065,5.489,3.985
54067,1.707,4.877
54069,149.385,12.943
54071,,1.558
54073,,3.101
54075,,2.889
54077,1.037,6.11
54079,21.565,11.932
54081,9.695,21.105
54083,,5.523
54085,,4.501
54087,,2.227
54089,0.387,2.256
54091,0.297,5.43
54093,10.848,2.925
54095,,2.451
54097,3.324,5.282
54099,1.589,6.725
54101,7.327,1.494
54103,3.507,11.791
54105,,0.961
54107,5.055,14.085
54109,,4.385
55001,8.385,17.214
55003,0.581,6.533
55005,16.98,19.135
55007,4.28,9.584
55009,121.636,82.858
55011,1.873,6.031
55013,7.292,9.244
55015,17.725,17.222
55017,7.165,17.022
55019,2.729,14.329
55021,60.786,25.054
55023,6.16,8.116
55025,321.075,160.147
55027,33.13,32.421
55029,9.54,26.761
55031,30.713,16.42
55033,38.165,20.541
55035,78.976,28.62
55037,2.225,4.059
55039,59.61,41.281
55041,0.926,5.368
55043,4.499,11.141
55045,12.795,14.694
55047,17.31,13.925
55049,2.509,10.462
55051,2.552,4.312
55053,3.89,10.075
55055,15.659,28.401
55057,12.54,11.797
55059,118.97,63.373
55061,14.27,10.951
55063,107.237,32.483
55065,3.482,7.066
55067,1.243,9.007
55069,17.81,13.472
55071,20.365,28.355
55073,11.902,46.886
55075,30.24,16.082
55077,13.461,11.701
55078,1.48,2.654
55079,782.95,282.414
55081,25.02,17.545
55083,23.75,19.038
55085,15.0,15.769
55087,44.66,64.719
55089,29.635,20.043
55091,0.546,4.071
55093,24.675,16.981
55095,8.71,21.81
55097,9.46,26.053
55099,1.243,7.769
55101,56.146,51.966
55103,25.31,6.599
55105,42.37,64.639
55107,11.412,7.097
55109,34.305,29.957
55111,18.225,30.013
55113,1.505,10.331
55115,2.631,15.017
55117,32.73,47.538
55119,4.635,10.667
55121,33.126,10.232
55123,5.315,10.153
55125,10.68,15.357
55127,18.15,63.664
55129,5.081,10.545
55131,9.465,34.762
55133,78.13,103.58
55135,29.635,24.64
55137,3.875,15.901
55139,31.095,63.719
55141,22.009,22.688
56001,2.325,5.053
56003,2.529,2.598
56005,2.64,55.748
56007,,7.674
56009,4.81,18.238
56011,,3.841
56013,0.007,10.837
56015,,2.891
56017,,1.687
56019,,8.138
56021,1.345,27.279
56023,,11.032
56025,5.39,14.371
56027,,1.443
56029,,15.535
56031,3.625,1.26
56033,3.502,4.718
56035,,49.956
56037,32.838,27.381
56039,2.098,11.695
56041,,9.106
56043,,1.478
56045,,2.872
